Name,Price,Description,Category,SKU,Tags,Stock_Status
Treecko,£96.00,"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.","Pokemon, Wood Gecko",4817,"Overgrow, treecko, Wood Gecko",93 in stock
Grovyle,£190.00,"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.","Pokemon, Wood Gecko",9191,"grovyle, Overgrow, Wood Gecko",195 in stock
Sceptile,£37.00,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,"Forest, Pokemon",4619,"Forest, Overgrow, sceptile",159 in stock
Torchic,£28.00,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,"Chick, Pokemon",5952,"Blaze, Chick, torchic",290 in stock
Combusken,£68.00,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,"Pokemon, Young Fowl",9912,"Blaze, combusken, Young Fowl",257 in stock
Blaziken,£40.00,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,"Blaze, Pokemon",7662,"Blaze, blaziken",139 in stock
Mudkip,£140.00,"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.","Mud Fish, Pokemon",5363,"Mud Fish, mudkip, Torrent",193 in stock
Marshtomp,£152.00,"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.","Mud Fish, Pokemon",6721,"marshtomp, Mud Fish, Torrent",258 in stock
Swampert,£144.00,"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.","Mud Fish, Pokemon",9105,"Mud Fish, swampert, Torrent",113 in stock
Poochyena,£130.00,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,"Bite, Pokemon",4801,"Bite, poochyena, Run Away",265 in stock
Mightyena,£175.00,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,"Bite, Pokemon",4220,"Bite, Intimidate, mightyena",173 in stock
Zigzagoon,£83.00,The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle.,"Pokemon, Tiny Raccoon",5175,"Pickup, Tiny Raccoon, zigzagoon",281 in stock
Linoone,£81.00,"When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn.","Pokemon, Rushing",5845,"linoone, Pickup, Rushing",24 in stock
Wurmple,£195.00,Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.,"Pokemon, Worm",4841,"Shield Dust, Worm, wurmple",34 in stock
Silcoon,£80.00,"Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk.","Cocoon, Pokemon",4018,"Cocoon, Shed Skin, silcoon",86 in stock
Beautifly,£145.00,"Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.","Butterfly, Pokemon",4100,"beautifly, Butterfly, Swarm",42 in stock
Cascoon,£166.00,"If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.","Cocoon, Pokemon",3702,"cascoon, Cocoon, Shed Skin",122 in stock
Dustox,£91.00,"When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.","Poison Moth, Pokemon",4491,"dustox, Poison Moth, Shield Dust",23 in stock
Lotad,£161.00,"Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.","Pokemon, Water Weed",5098,"lotad, Swift Swim, Water Weed",187 in stock
Lombre,£79.00,"Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child.","Jolly, Pokemon",9674,"Jolly, lombre, Swift Swim",203 in stock
Ludicolo,£189.00,"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.","Carefree, Pokemon",6718,"Carefree, ludicolo, Swift Swim",181 in stock
Seedot,£26.00,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,"Acorn, Pokemon",8692,"Acorn, Chlorophyll, seedot",28 in stock
Nuzleaf,£26.00,This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,"Pokemon, Wily",3835,"Chlorophyll, nuzleaf, Wily",216 in stock
Shiftry,£157.00,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,"Pokemon, Wicked",6957,"Chlorophyll, shiftry, Wicked",232 in stock
Taillow,£85.00,"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.","Pokemon, Tiny Swallow",5591,"Guts, taillow, Tiny Swallow",204 in stock
Swellow,£88.00,"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.","Pokemon, Swallow",6736,"Guts, Swallow, swellow",257 in stock
Wingull,£153.00,Wingull rides updrafts rising from the sea by extending its long and narrow wings to glide. This Pokémon’s long beak is useful for catching prey.,"Pokemon, Seagull",4325,"Keen Eye, Seagull, wingull",41 in stock
Pelipper,£158.00,"Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.","Pokemon, Water Bird",2276,"Keen Eye, pelipper, Water Bird",296 in stock
Ralts,£151.00,"Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.","Feeling, Pokemon",1217,"Feeling, ralts, Synchronize",35 in stock
Kirlia,£186.00,"Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.","Emotion, Pokemon",1243,"Emotion, kirlia, Synchronize",148 in stock
Gardevoir,£34.00,Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.,"Embrace, Pokemon",8609,"Embrace, gardevoir, Synchronize",178 in stock
Surskit,£112.00,"If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.","Pokemon, Pond Skater",4453,"Pond Skater, surskit, Swift Swim",41 in stock
Masquerain,£39.00,"Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way.","Eyeball, Pokemon",4576,"Eyeball, Intimidate, masquerain",99 in stock
Shroomish,£31.00,"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.","Mushroom, Pokemon",8176,"Effect Spore, Mushroom, shroomish",160 in stock
Breloom,£113.00,The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,"Mushroom, Pokemon",7305,"breloom, Effect Spore, Mushroom",250 in stock
Slakoth,£69.00,"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.","Pokemon, Slacker",6989,"Slacker, slakoth, Truant",300 in stock
Vigoroth,£25.00,"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.","Pokemon, Wild Monkey",9710,"vigoroth, Vital Spirit, Wild Monkey",299 in stock
Slaking,£119.00,"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.","Lazy, Pokemon",3413,"Lazy, slaking, Truant",145 in stock
Nincada,£38.00,Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.,"Pokemon, Trainee",4001,"Compound Eyes, nincada, Trainee",239 in stock
Ninjask,£161.00,"If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test.","Ninja, Pokemon",5002,"Ninja, ninjask, Speed Boost",276 in stock
Shedinja,£128.00,Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.,"Pokemon, Shed",2572,"Shed, shedinja, Wonder Guard",152 in stock
Whismur,£137.00,"Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.","Pokemon, Whisper",1446,"Soundproof, whismur, Whisper",216 in stock
Loudred,£145.00,"Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.","Big Voice, Pokemon",8065,"Big Voice, loudred, Soundproof",95 in stock
Exploud,£161.00,Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.,"Loud Noise, Pokemon",2334,"exploud, Loud Noise, Soundproof",89 in stock
Makuhita,£30.00,"Makuhita has a tireless spirit—it will never give up hope. It eats a lot of food, gets plenty of sleep, and it trains very rigorously. By living that way, this Pokémon packs its body with energy.","Guts, Pokemon",2035,"Guts, makuhita",109 in stock
Hariyama,£176.00,"Hariyama’s thick body may appear fat, but it is actually a hunk of solid muscle. If this Pokémon bears down and tightens all its muscles, its body becomes as hard as a rock.","Arm Thrust, Pokemon",2656,"Arm Thrust, Guts, hariyama",275 in stock
Azurill,£70.00,"Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail.","Pokemon, Polka Dot",7001,"azurill, Polka Dot, Thick Fat",37 in stock
Nosepass,£41.00,"Nosepass had been said to be completely unmoving, with its magnetic nose pointed due north. However, close observation has revealed that the Pokémon actually moves by a little over 3/8 of an inch every year.","Compass, Pokemon",5893,"Compass, nosepass, Sturdy",111 in stock
Skitty,£156.00,"Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.","Kitten, Pokemon",7257,"Cute Charm, Kitten, skitty",27 in stock
Delcatty,£170.00,"Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else.","Pokemon, Prim",3487,"Cute Charm, delcatty, Prim",148 in stock
Sableye,£81.00,Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon’s body surface.,"Darkness, Pokemon",2323,"Darkness, Keen Eye, sableye",12 in stock
Mawile,£119.00,"Don’t be taken in by this Pokémon’s cute face—it’s very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed.","Deceiver, Pokemon",2329,"Deceiver, Intimidate, mawile",133 in stock
Aron,£149.00,"Aron has a body of steel. With one all-out charge, this Pokémon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokémon.","Iron Armor, Pokemon",1520,"aron, Iron Armor, Rock Head",104 in stock
Lairon,£70.00,"Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokémon often clashes with humans mining the iron ore.","Iron Armor, Pokemon",7087,"Iron Armor, lairon, Rock Head",236 in stock
Aggron,£140.00,"Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.","Iron Armor, Pokemon",1323,"aggron, Iron Armor, Rock Head",61 in stock
Meditite,£97.00,Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.,"Meditate, Pokemon",8998,"Meditate, meditite, Pure Power",11 in stock
Medicham,£77.00,"Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.","Meditate, Pokemon",2121,"medicham, Meditate, Pure Power",150 in stock
Electrike,£145.00,"Electrike runs faster than the human eye can follow. The friction from running is converted into electricity, which is then stored in this Pokémon’s fur.","Lightning, Pokemon",8674,"electrike, Lightning, Static",124 in stock
Manectric,£76.00,Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokémon creates thunderclouds above its head.,"Discharge, Pokemon",5500,"Discharge, manectric, Static",237 in stock
Plusle,£56.00,"When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly.","Cheering, Pokemon",5972,"Cheering, Plus, plusle",243 in stock
Minun,£193.00,"Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks.","Cheering, Pokemon",2294,"Cheering, minun, Minus",215 in stock
Volbeat,£123.00,"Volbeat’s tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise.","Firefly, Pokemon",1715,"Firefly, Swarm, volbeat",79 in stock
Illumise,£167.00,Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokémon is said to earn greater respect from its peers by composing more complex designs in the sky.,"Firefly, Pokemon",7540,"Firefly, illumise, Tinted Lens",77 in stock
Roselia,£90.00,"On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison.","Pokemon, Thorn",2703,"Poison Point, roselia, Thorn",114 in stock
Gulpin,£136.00,Most of Gulpin’s body is made up of its stomach—its heart and brain are very small in comparison. This Pokémon’s stomach contains special enzymes that dissolve anything.,"Pokemon, Stomach",5122,"gulpin, Liquid Ooze, Stomach",35 in stock
Swalot,£130.00,"Swalot has no teeth, so what it eats, it swallows whole, no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokémon’s mouth.","Poison Bag, Pokemon",2075,"Liquid Ooze, Poison Bag, swalot",133 in stock
Carvanha,£25.00,"If anything invades Carvanha’s territory, it will swarm and tear at the intruder with its pointed fangs. On its own, however, this Pokémon turns suddenly timid.","Pokemon, Savage",8826,"carvanha, Rough Skin, Savage",80 in stock
Sharpedo,£129.00,Sharpedo can swim at speeds of up to 75 mph by jetting seawater out of its backside. This Pokémon’s drawback is its inability to swim long distances.,"Brutal, Pokemon",8327,"Brutal, Rough Skin, sharpedo",160 in stock
Wailmer,£90.00,"Wailmer can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this Pokémon can elevate the height of its bounces.","Ball Whale, Pokemon",7524,"Ball Whale, Oblivious, wailmer",115 in stock
Wailord,£150.00,"When chasing prey, Wailord herds them by leaping out of the water and making a humongous splash. It is breathtaking to see this Pokémon leaping out of the sea with others in its pod.","Float Whale, Pokemon",7833,"Float Whale, Oblivious, wailord",47 in stock
Numel,£170.00,"Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens. In that event, the Pokémon’s body grows heavy and its movements become sluggish.","Numb, Pokemon",1767,"Numb, numel, Oblivious",179 in stock
Camerupt,£124.00,The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,"Eruption, Pokemon",7274,"camerupt, Eruption, Magma Armor",27 in stock
Torkoal,£98.00,"Torkoal generates energy by burning coal. It grows weaker as the fire dies down. When it is preparing for battle, this Pokémon burns more coal.","Coal, Pokemon",4605,"Coal, torkoal, White Smoke",282 in stock
Spoink,£163.00,Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokémon’s psychokinetic powers. It is therefore on a constant search for a bigger pearl.,"Bounce, Pokemon",7700,"Bounce, Own Tempo, spoink",208 in stock
Grumpig,£182.00,"Grumpig uses the black pearls on its body to wield its fantastic powers. When it is doing so, it dances bizarrely. This Pokémon’s black pearls are valuable as works of art.","Manipulate, Pokemon",6263,"grumpig, Manipulate, Own Tempo",60 in stock
Spinda,£149.00,No two Spinda are said to have identical spot patterns on their hides. This Pokémon moves in a curious manner as if it is stumbling in dizziness. Its lurching movements can cause the opponent to become confused.,"Pokemon, Spot Panda",7350,"spinda, Spot Panda, Tangled Feet",156 in stock
Trapinch,£116.00,Trapinch is a patient hunter. It digs an inescapable pit in a desert and waits for its prey to come tumbling down. This Pokémon can go a whole week without access to any water.,"Ant Pit, Pokemon",4740,"Ant Pit, Arena Trap, trapinch",269 in stock
Vibrava,£200.00,"Vibrava’s wings have not yet completed the process of growing. Rather than flying long distances, they are more useful for generating ultrasonic waves by vibrating.","Pokemon, Vibration",9249,"Levitate, Vibration, vibrava",218 in stock
Flygon,£174.00,"Flygon whips up a sandstorm by flapping its wings. The wings create a series of notes that sound like singing. Because the “singing” is the only thing that can be heard in a sandstorm, this Pokémon is said to be the desert spirit.","Mystic, Pokemon",4103,"flygon, Levitate, Mystic",42 in stock
Cacnea,£105.00,"The more arid and harsh the environment, the more pretty and fragrant a flower Cacnea grows. This Pokémon battles by wildly swinging its thorny arms.","Cactus, Pokemon",5000,"cacnea, Cactus, Sand Veil",31 in stock
Cacturne,£31.00,"If a traveler is going through a desert in the thick of night, Cacturne will follow in a ragtag group. The Pokémon are biding their time, waiting for the traveler to tire and become incapable of moving.","Pokemon, Scarecrow",8491,"cacturne, Sand Veil, Scarecrow",204 in stock
Swablu,£121.00,"Swablu loves to make things clean. If it spots something dirty, it will wipe and polish it with its cottony wings. If its wings become dirty, this Pokémon finds a stream and showers itself.","Cotton Bird, Pokemon",3915,"Cotton Bird, Natural Cure, swablu",169 in stock
Altaria,£104.00,Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.,"Humming, Pokemon",9924,"altaria, Humming, Natural Cure",136 in stock
Seviper,£107.00,Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokémon will not give up its long-running blood feud with Zangoose.,"Fang Snake, Pokemon",9903,"Fang Snake, seviper, Shed Skin",300 in stock
Lunatone,£177.00,"Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The Pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear.","Meteorite, Pokemon",5917,"Levitate, lunatone, Meteorite",91 in stock
Solrock,£57.00,Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.,"Meteorite, Pokemon",5510,"Levitate, Meteorite, solrock",91 in stock
Whiscash,£179.00,"If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes.","Pokemon, Whiskers",6220,"Oblivious, whiscash, Whiskers",266 in stock
Corphish,£178.00,Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.,"Pokemon, Ruffian",8905,"corphish, Ruffian, Shell Armor",62 in stock
Crawdaunt,£173.00,"Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes.","Pokemon, Rogue",3652,"crawdaunt, Rogue, Shell Armor",21 in stock
Baltoy,£167.00,"As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot.","Clay Doll, Pokemon",8305,"baltoy, Clay Doll, Levitate",159 in stock
Claydol,£197.00,"Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This Pokémon shoots beams from both its hands.","Clay Doll, Pokemon",3698,"Clay Doll, claydol, Levitate",128 in stock
Lileep,£87.00,"Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes.","Pokemon, Sea Lily",2965,"lileep, Sea Lily, Suction Cups",268 in stock
Cradily,£154.00,"Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles.","Barnacle, Pokemon",5809,"Barnacle, cradily, Suction Cups",183 in stock
Anorith,£64.00,"Anorith is said to be a type of Pokémon predecessor, with eight wings at the sides of its body. This Pokémon swam in the primordial sea by undulating these eight wings.","Old Shrimp, Pokemon",2511,"anorith, Battle Armor, Old Shrimp",222 in stock
Armaldo,£42.00,"Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs, which would have been more convenient for life on land.","Plate, Pokemon",3328,"armaldo, Battle Armor, Plate",78 in stock
Feebas,£194.00,"While Feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokémon is also slow and dimwitted, making it an easy catch.","Fish, Pokemon",6505,"feebas, Fish, Oblivious",146 in stock
Milotic,£152.00,"Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts.","Pokemon, Tender",4867,"Marvel Scale, milotic, Tender",79 in stock
Castform,£119.00,"Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This Pokémon’s feelings change with the weather.","Pokemon, Weather",9535,"castform, Forecast, Weather",131 in stock
Kecleon,£100.00,"Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target.","Color Swap, Pokemon",2351,"Color Change, Color Swap, kecleon",53 in stock
Shuppet,£174.00,"Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people.","Pokemon, Puppet",7348,"Insomnia, Puppet, shuppet",138 in stock
Banette,£104.00,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth.","Marionette, Pokemon",6213,"banette, Insomnia, Marionette",233 in stock
Duskull,£139.00,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.,"Pokemon, Requiem",6627,"duskull, Levitate, Requiem",75 in stock
Dusclops,£39.00,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding.","Beckon, Pokemon",4994,"Beckon, dusclops, Pressure",82 in stock
Tropius,£196.00,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.,"Fruit, Pokemon",7266,"Chlorophyll, fruit, tropius",66 in stock
Chimecho,£51.00,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.","Pokemon, Wind Chime",6688,"chimecho, Levitate, Wind Chime",43 in stock
Absol,£134.00,"Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokémon very rarely ventures down from the mountains.","Disaster, Pokemon",3431,"absol, Disaster, Pressure",59 in stock
Wynaut,£168.00,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks.","Bright, Pokemon",9836,"Bright, Shadow Tag, wynaut",155 in stock
Snorunt,£82.00,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.,"Pokemon, Snow Hat",1099,"Inner Focus, snorunt, Snow Hat",80 in stock
Glalie,£178.00,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion.","Face, Pokemon",8582,"Face, glalie, Inner Focus",14 in stock
Spheal,£193.00,"Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.","Clap, Pokemon",7748,"Clap, spheal, Thick Fat",170 in stock
Sealeo,£160.00,"Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not.","Ball Roll, Pokemon",4231,"Ball Roll, sealeo, Thick Fat",171 in stock
Walrein,£27.00,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.","Ice Break, Pokemon",1600,"Ice Break, Thick Fat, walrein",226 in stock
Clamperl,£48.00,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution.","Bivalve, Pokemon",2967,"Bivalve, clamperl, Shell Armor",139 in stock
Huntail,£52.00,"Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake.","Deep Sea, Pokemon",2805,"Deep Sea, huntail, Swift Swim",54 in stock
Gorebyss,£150.00,"Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids.","Pokemon, South Sea",9428,"gorebyss, South Sea, Swift Swim",165 in stock
Relicanth,£157.00,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,"Longevity, Pokemon",7988,"Longevity, relicanth, Rock Head",14 in stock
Luvdisc,£44.00,Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,"Pokemon, Rendezvous",4868,"luvdisc, Rendezvous, Swift Swim",190 in stock
Bagon,£34.00,"Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.","Pokemon, Rock Head",3372,"bagon, Rock Head",232 in stock
Shelgon,£56.00,"Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.","Endurance, Pokemon",1384,"Endurance, Rock Head, shelgon",76 in stock
Salamence,£62.00,"By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.","Dragon, Pokemon",7686,"Dragon, Intimidate, salamence",242 in stock
Beldum,£122.00,"Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.","Iron Ball, Pokemon",3484,"beldum, Clear Body, Iron Ball",93 in stock
Metang,£78.00,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.","Iron Claw, Pokemon",6906,"Clear Body, Iron Claw, metang",227 in stock
Metagross,£170.00,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.","Iron Leg, Pokemon",8825,"Clear Body, Iron Leg, metagross",177 in stock
